example_id                                                       | status | run_time        |
./spec/requests/api/internal/users_spec.rb[1:2:2:3]              | passed | 0.01269 seconds |
./spec/requests/api/internal/users_spec.rb[1:2:3:1]              | passed | 0.01375 seconds |
./spec/requests/api/internal/users_spec.rb[1:3:1:1]              | passed | 0.00753 seconds |
./spec/requests/api/internal/users_spec.rb[1:3:1:2]              | passed | 0.00479 seconds |
./spec/requests/api/internal/users_spec.rb[1:3:1:3]              | passed | 0.00437 seconds |
./spec/requests/api/internal/users_spec.rb[1:3:1:4]              | passed | 0.00554 seconds |
./spec/requests/api/internal/users_spec.rb[1:3:2:1]              | passed | 0.00665 seconds |
./spec/requests/api/internal/users_spec.rb[1:4:1:1]              | passed | 0.00433 seconds |
./spec/requests/api/internal/users_spec.rb[1:4:1:2]              | passed | 0.0048 seconds  |
./spec/requests/api/internal/users_spec.rb[1:4:1:3]              | passed | 0.00379 seconds |
./spec/requests/api/internal/users_spec.rb[1:4:1:4]              | passed | 0.00411 seconds |
./spec/requests/api/internal/users_spec.rb[1:4:1:5]              | passed | 0.00631 seconds |
./spec/requests/api/internal/users_spec.rb[1:4:1:6]              | passed | 0.00438 seconds |
./spec/requests/api/internal/users_spec.rb[1:4:2:1]              | passed | 0.00517 seconds |
./spec/requests/api/internal/users_spec.rb[1:5:1:1]              | passed | 0.00409 seconds |
./spec/requests/api/internal/users_spec.rb[1:5:1:2]              | passed | 0.00385 seconds |
./spec/requests/api/internal/users_spec.rb[1:5:1:3]              | passed | 0.00406 seconds |
./spec/requests/api/internal/users_spec.rb[1:5:2:1]              | passed | 0.00391 seconds |
./spec/requests/api/internal/users_spec.rb[1:6:1]                | passed | 0.00463 seconds |
./spec/requests/api/internal/users_spec.rb[1:6:2]                | passed | 0.00476 seconds |
./spec/requests/api/internal/users_spec.rb[1:6:3]                | passed | 0.00438 seconds |
./spec/requests/api/v1/users_spec.rb[1:1:1]                      | passed | 0.07746 seconds |
./spec/requests/api/v1/users_spec.rb[1:1:2]                      | passed | 0.07148 seconds |
./spec/requests/api/v1/users_spec.rb[1:1:3]                      | passed | 0.0761 seconds  |
./spec/requests/api/v1/users_spec.rb[1:1:4]                      | passed | 0.07185 seconds |
./spec/requests/api/v1/users_spec.rb[1:2:1]                      | passed | 0.01003 seconds |
./spec/requests/api/v1/users_spec.rb[1:2:2]                      | passed | 0.00979 seconds |
./spec/requests/api/v1/users_spec.rb[1:2:3]                      | passed | 0.01054 seconds |
./spec/requests/api/v1/users_spec.rb[1:2:4]                      | passed | 0.00176 seconds |
./spec/requests/api/v1/users_spec.rb[1:3:1]                      | passed | 0.00497 seconds |
./spec/requests/api/v1/users_spec.rb[1:3:2]                      | passed | 0.00361 seconds |
./spec/requests/api/v1/users_spec.rb[1:3:3]                      | passed | 0.00322 seconds |
./spec/requests/api/v1/users_spec.rb[1:3:4]                      | passed | 0.00136 seconds |
./spec/requests/api/v1/users_spec.rb[1:4:1]                      | passed | 0.00529 seconds |
./spec/requests/api/v1/users_spec.rb[1:4:2]                      | passed | 0.00553 seconds |
./spec/requests/api/v1/users_spec.rb[1:4:3]                      | passed | 0.00522 seconds |
./spec/requests/api/v1/users_spec.rb[1:5:1]                      | passed | 0.00616 seconds |
./spec/requests/api/v1/users_spec.rb[1:6:1]                      | passed | 0.0094 seconds  |
./spec/requests/api/v1/users_spec.rb[1:6:2]                      | passed | 0.00773 seconds |
./spec/requests/api/v1/users_spec.rb[1:6:3]                      | passed | 0.01197 seconds |
./spec/requests/api/v1/users_spec.rb[1:6:4]                      | passed | 0.07544 seconds |
./spec/requests/api/v1/users_spec.rb[1:6:5]                      | passed | 0.00643 seconds |
./spec/services/authentication_service_spec.rb[1:1:1:1]          | passed | 0.00408 seconds |
./spec/services/authentication_service_spec.rb[1:1:1:2]          | passed | 0.00423 seconds |
./spec/services/authentication_service_spec.rb[1:1:2:1]          | passed | 0.00341 seconds |
./spec/services/authentication_service_spec.rb[1:1:3:1]          | passed | 0.0043 seconds  |
